id,predicted_price
2591820310,375716.9728
7974200820,935407.5996
7701450110,1176672.928
9522300010,1813089.916
9510861140,739154.9872
1761300310,250057.6617
7732410120,792027.5521
7010701383,658920.9805
291310170,443646.1172
4232901990,561631.5071
6840701125,661819.6375
3971700580,419273.7272
4202400078,242664.4258
6064800090,331210.088
2626119028,212872.0483
3303980660,1038678.143
862000020,842674.5549
2386000070,858743.2654
1138000450,375909.193
1775800420,466345.6413
2291401425,405004.0517
2025770560,941788.2437
3525069037,691903.7615
9324800450,558769.9832
8080400136,545357.7416
8651540040,507334.4425
9407001790,258286.4265
1773101530,166403.3701
9432900250,338926.9257
1794500695,610101.2688
2220069003,329519.8757
923000120,482186.0376
5728000060,559256.584
16000200,257226.1205
1926059094,456611.5165
6672900220,1036146.6
3629860060,794074.1829
1822069109,392600.2466
6675500105,374677.0618
249000180,1962405.532
226059065,512043.1741
396100110,251932.7481
9264450460,327972.4999
7853361210,378960.2299
9474700020,294399.9637
421000455,232907.2308
3755200220,424093.1455
7960100075,462076.5205
9477100490,397006.1115
9138100350,826151.3468
1624049275,464855.4208
2770606890,513348.6899
1157200189,413888.9975
2770601800,485417.8216
9301300805,570628.7893
2325069032,1128367.71
1021079099,349824.2782
7215730040,754307.8405
1853200080,436625.612
3224600340,690846.8522
3222049120,456006.2432
2113700025,270545.8754
7893207925,221574.9194
3586501085,579356.9738
8024200010,380174.1329
7116500705,179655.9385
1598600209,307191.5144
7204200025,976184.506
4206901505,559326.5584
2937300440,927791.4117
7205000180,323660.7
8718500665,363217.1033
5318101765,965344.6877
4122700020,1095928.762
8078700020,510553.9468
3303980680,912396.1212
8924100372,1246898.909
2781270210,211693.3292
519000043,536741.3058
3225069301,1457085.512
151000075,793865.168
2297400020,439851.859
6617500085,621391.7722
104510180,237588.1454
3528900060,994350.4003
3345100286,517509.2792
1226039130,425591.3132
8712100720,787077.7735
3037200010,389121.5207
3626039268,401155.9281
104510230,241244.4052
5112800060,415196.1981
6072400280,638715.2992
5317100570,1181621.699
9528102993,547787.6379
2919201095,476149.2229
6181400920,239555.3304
185000161,244850.0418
8691400010,730622.9958
3345700165,598408.8542
6151800486,251848.1813
4340000080,1297954.078
4136960010,539218.6854
3634100030,325247.8913
1624059224,1100217.145
2788400090,257453.826
9828200762,431980.8319
7524400250,558246.8103
3528000290,753177.0583
5700003630,1939454.826
2720069019,309202.6846
7227501170,224323.3222
2397101270,645854.9963
6792100090,734337.503
2770602265,532078.4403
3971700937,309168.4051
422049203,217446.5657
3076500830,282489.3973
1423400260,265386.5358
9161100795,424877.438
3126049052,487312.7898
5100401468,410488.8124
514500235,487501.7339
1423200170,194476.0856
1402100070,410824.6229
624110020,688517.7979
2407000145,208299.7752
1890000225,857049.1358
1320069271,329375.7321
5490700085,351615.4878
263000155,474050.3719
3726800201,400579.1305
5153200358,282346.3868
2725079018,767403.0187
7165700200,255645.5647
9429000170,570777.5678
8718500075,383444.5069
1760650950,304860.483
1068000559,1058602.029
4113800500,618843.769
4077800507,506579.841
2725069150,715707.2146
4008400035,616508.5489
7016310270,402958.223
1432701230,220191.7656
3278606050,341705.2055
2473350710,387799.7145
2185000685,177818.9179
7792000025,350303.1163
6868200029,460871.8178
624069003,751010.0898
7431500280,890274.6242
3296000040,557015.5015
1118001215,1535956.117
6453900040,674084.6604
333100209,680287.2402
34001765,683043.2311
8946700100,382199.4614
5561401210,615693.2475
6671900095,371292.2749
3275850020,706430.695
3876300600,409882.0062
1450900020,265594.6941
8562780280,321936.3053
7663700973,331379.837
2126049032,349805.6111
1823059159,180518.5038
3438503426,270963.1569
9297301495,523569.3728
7140700850,388572.4878
7942601805,749414.2826
2555900030,367533.8843
2887970040,262066.9482
7419700010,625350.9546
2239000011,360558.879
9283800050,392887.6091
9407001340,277748.4823
217500140,513550
7212660520,254251.2267
3298201170,349102.1224
3057000400,280276.5459
6865200444,478102.4345
6071600340,506498.9586
6821600005,676243.165
1235100371,728218.2489
7796450340,357623.2984
3603000410,168632.7769
9297300255,540674.042
9126100850,546851.5847
2770601462,468520.7048
2599001500,211219.9262
1102000095,679881.9584
1853080640,984314.6495
9551201585,1053951.766
3438500796,312562.0998
7518504291,500685.6417
9269200340,401136.1486
715010130,1575338.281
1982201485,637237.3803
9526500080,399604.1697
9277200180,470423.5924
6669150280,294252.0355
8917100153,578293.723
3760500516,937658.3878
2725069050,909263.907
3332000091,340428.1536
8562770080,589078.8861
8151601190,277759.2303
8563040160,578918.8898
240000269,641815.5195
4307350200,320097.8087
1311910300,262901.9405
3574900030,504817.294
7853230570,436848.1201
320069049,349837.2899
9839301060,628956.5044
7011201333,594183.2867
2781320100,281435.3462
3421069120,422455.5566
7852030320,462448.869
5316101075,2238402.351
5309100750,547605.9897
629000730,741709.7833
511700170,304655.1752
1562100030,542984.0069
2489200230,617108.7151
524069116,514143.4171
5315100737,1030724.721
1868900675,829813.6818
1608000120,342043.7607
705700240,346406.3327
7575600610,270333.6833
1778500015,741483.8749
5423500240,197709.8298
6713700025,340708.6522
2734100734,281684.7618
301402280,205501.5221
2113700205,278733.9035
4114601570,3002112.192
3332000615,341951.4719
3630050180,337795.0981
6852700520,532141.5395
6870310010,661500.9765
6163900981,305878.3256
393000142,377196.6905
1771100130,338837.3304
1442860160,392240.0809
9191200435,565545.682
6788200800,1000116.274
1115300070,681853.503
3176600105,737091.2691
2770604665,586485.9872
5469500580,387637.8963
5680000545,473604.8389
3424089119,571107.8709
1328300180,309663.2739
1773100922,345584.0232
4123830480,322472.4583
9808610190,1022078.89
4250200140,270601.2384
4217402115,3490641.298
3831250350,364673.8252
2397101055,840214.3588
6817850110,864981.2362
7526800200,588274.7604
7853370100,644862.6183
2523089025,892104.5149
9476200680,245822.5896
5714200140,404122.8894
3575304895,532392.3952
263000018,416468.6968
8080400177,497574.1881
6450304130,306772.6619
514500090,612424.2597
9477000300,455579.6949
853600310,1509979.177
1951600240,192487.6973
1099900120,342081.236
5323100120,563185.631
1223089016,442598.2987
522059172,249973.8551
1930300190,691466.1718
9542840410,308898.2278
8665050530,492982.7044
5592900205,349347.2203
5450300010,628653.8557
2459960030,339166.3795
3331500455,540856.1758
3432500705,402679.5139
3702900165,300844.1429
5249803550,565540.8451
626049058,443956.1179
1788900380,177104.5592
8075400360,227185.9977
9113200250,730278.8234
2738640040,647766.8458
7821200307,482616.0098
3530440140,226213.8625
3582700130,446616.2361
9276200569,704199.967
7197800020,588125.1753
686200490,544426.3458
3501600100,394691.6522
6383000690,623360.075
7604400150,358328.3262
5249801411,690645.3193
2607720420,445654.8798
9561100010,390300.5866
1796370590,252566.6855
4077800593,384747.157
854000165,248925.6381
5536100010,771955.2478
4188000670,805445.663
31000165,1441727.662
662350050,923014.9823
4137000280,266859.1647
6169901130,962394.178
1953400510,241297.2381
7518506716,1015781.435
1552520010,375561.5998
7955080270,309044.7564
9212900100,520984.3578
3438500798,314708.5534
7899800890,232141.6778
4319200605,519933.5205
1329300480,375638.946
8935100100,836935.5296
5016001260,415938.0729
4337600280,297824.0145
1446401220,189302.4247
7135521530,595180.1119
6888900115,224845.0993
2413301070,283889.7968
345700040,278098.4253
5566100145,471511.7928
7634800070,435495.5663
9346910500,620520.5601
3529300060,304054.9686
8128600060,1012537.103
8572900275,224529.5122
4139420590,1345388.078
9274200322,597652.9522
1472700200,563827.5698
8820903380,481354.5546
8563010130,879664.1195
8965450110,831132.3467
9274204230,491882.9718
8165501700,334528.2607
2193340260,543898.2565
1860600290,894622.6481
1222000055,213763.7331
2492200280,480708.5204
2488200455,361709.588
809001520,1248204.479
1796361140,240237.1863
6398000011,774804.2354
6813600365,578019.3289
7504100920,777283.7774
8835770330,668755.1679
524059322,919660.8127
4307330280,386802.2195
1245002952,1135902.813
2021069059,274735.0876
5700000595,615830.7213
3629970930,736513.3928
3336002215,264707.1633
5100401060,640789.3774
3278600750,258912.3877
1126069045,1073417.564
7568700175,318412.4393
452001475,501140.4806
9283800230,573329.3916
1737300130,514663.9493
6189600040,494820.3882
3679400025,470588.3621
1096100010,317869.532
9513900050,247498.116
5452800645,772231.2031
273800100,229900.6254
7228500037,449157.1325
808300090,467272.4889
2493200215,568033.1913
5035300255,700824.3589
3380900160,376663.8559
3630000130,420756.7216
7300400670,291065.1432
6798100070,334563.1194
8078400010,570039.047
5566100060,517307.8672
2768200212,524089.7904
4035900060,572268.8499
9460000110,331722.6817
7199320190,542503.7699
2225039081,473852.82
9512200050,594395.587
2634500085,310326.0963
3654800200,284414.3946
2724079090,1301790.264
2597520720,813673.2328
3034200426,375839.2892
984000130,293517.2697
7852020670,431757.6319
7923500060,701561.8155
2310030510,290550.8504
2205500540,499936.7707
2493200015,423356.4137
7853361420,582269.5479
5652600605,544868.9172
5285200020,297196.6059
9406530150,367327.6915
5706300020,473910.295
3278602490,391339.8036
7197000100,541567.7305
4447300008,557547.3965
7899800045,231963.7813
9250900095,333686.4969
9268851740,630524.0154
8682261440,497642.0717
7284900385,750955.5728
8079040300,421391.6766
2225300585,391621.5935
3223039013,404272.1785
2013801350,263332.6492
4055701110,844293.1104
3578401770,426352.7255
4046500720,531452.1316
6145601745,349426.5984
5207200195,699156.3315
1972201856,533604.2349
7212680080,258648.3855
7277100510,613687.3224
522079022,581947.0512
5605000440,936142.9966
6632300230,388583.7399
8815400165,627608.4003
6708200320,485459.0153
2426059076,597481.1251
3260200200,588927.4106
2770601741,455016.1125
4338800500,242526.458
9201000320,733895.3748
7655900038,333357.3552
3625059140,597739.1203
4222310010,195607.7936
2114700115,303220.408
3291800710,324311.9999
9406590010,391919.4378
3025059124,2840872.584
7972601250,400137.9044
930000470,858451.1373
6690500060,462127.4921
16000015,193779.606
5693501102,570866.8684
8079040490,445458.8098
7225000155,329768.1442
8819900170,816457.6591
7972601270,321436.6997
1224069074,866707.6769
5126900321,350679.4107
3438501860,265825.4449
2822069080,450973.2675
1656600310,550170.4957
3856900507,1340912.713
1626069139,467272.5746
2524049257,1260757.432
3904960150,541594.0797
7214820610,450915.3125
7977201845,602836.591
2428100080,877528.9993
2202500135,420739.5595
1523550220,670814.4789
2313900610,458856.5776
4123840050,386610.9057
2125059124,1101613.733
1225039067,470645.007
6431500283,469757.3341
2473380010,307077.9254
5694501195,419729.17
2881700046,348050.0698
6837820330,317151.0445
2337300370,204491.6426
3876540630,237742.0347
626059317,358931.4946
3374500520,347673.5972
7228501903,384711.0826
4019300051,510563.3108
4232902615,677555.9181
3546000090,255317.9801
8127700215,728035.4213
3438501100,336801.396
1769600066,766770.9964
8146100610,665933.4779
3052700695,587089.8372
7954310210,621230.9433
3761700053,2175944.847
1320069179,348176.3377
1331900410,728740.5556
7303100210,350629.8243
2464400285,468025.3017
6163901150,360792.5511
8955800045,314998.6637
2314300200,426726.016
9528104360,410836.0289
4177100005,561499.5726
8856960260,313829.5982
1828001220,610281.5366
3066400710,652603.6441
624110610,812531.1804
4040800260,411007.4948
5019500215,556923.3829
2481630180,1003478.387
7203170190,696486.1354
510001280,912943.4377
9430110120,738385.3813
1565950030,328166.5082
9828202255,824396.0853
3878900270,422104.0807
8091600080,217342.333
1112000035,303078.2953
2228900270,299786.1707
6648701740,287898.0745
1245003740,700358.895
2174503441,578418.3511
7708250010,315310.8726
6072300110,591408.622
2329800140,256367.4549
1494300040,528113.7366
3832050130,280617.4379
7203100730,935818.8936
7199330170,481874.4062
7785000220,697802.4059
1250201175,387627.5798
4054500180,1007574.138
7905200061,440361.4515
3751604895,174612.5058
5220300140,298506.8032
3323059027,325204.7474
8651611980,879183.7561
8673400190,542011.2012
1668500100,846411.0515
1023059365,532830.9913
3308030060,330012.5941
4232400860,969044.0117
2144800615,233298.6436
1568100920,1504510.902
9406510040,494676.9012
2923049421,346992.5377
1051000040,1659252.874
2077700042,688958.6498
9423800030,249851.6403
9818700455,677229.9761
7133300675,356779.0931
4113800550,624954.0236
5553300375,1775756.509
2025701530,279962.734
7942601155,455683.171
7524300020,286706.0284
2520069100,284488.6306
5412300410,209992.7307
7504110760,728174.4994
2594200350,456994.8682
2722059013,231571.2342
8078430480,554131.2308
1423069162,528649.7087
8856001090,152049.6266
7000100631,747383.0421
4222200280,229405.8625
7971300050,599983.9359
2009001600,248026.2117
6619910140,638321.9328
2877100985,521441.5334
1196000007,334992.028
1330850130,758677.3214
6664900410,265291.6079
1231001110,318747.6341
9235900030,277480.3236
9407101840,321169.7729
9523103001,411627.9437
2149800278,363227.3371
7234601198,653718.6553
9476700035,429393.7076
9297301065,573255.598
518500700,755615.3209
7843500090,331050.692
6056110780,302329.6194
2345700260,342011.5431
3509600070,235677.6066
1431700280,348998.1898
1623049174,255477.3589
3024089049,389849.2095
7853340450,391225.9678
7732410360,768589.2728
1446800995,313310.6967
2946000285,242680.9622
425079100,457200.0328
3876313040,454375.0697
1762600260,1073067.788
1925069121,1054144.204
7443000480,900004.4475
7820000015,360982.8122
4027701253,507638.4757
2826049165,385042.3805
5426300060,918903.127
1278000210,152692.7522
923000270,362016.6476
7657600005,251795.7554
3024079057,396176.3591
3276180020,308208.7349
7304300760,307104.5324
3908100020,550183.83
8835400805,589079.7353
4051150070,205234.8754
3904930530,463327.7086
6163900971,382026.5673
7942600310,435072.8463
4365700330,259536.4799
423059207,299832.5585
3992700265,364109.501
7177300090,495762.4894
2540820010,695097.7546
5700002510,939719.5591
5201000030,596337.369
7631800015,2108612.405
2922702965,666607.6827
1525059198,1018861.906
1245003160,783326.7841
3810000455,302338.4932
7855600080,585616.9117
5701500030,1194254.117
7504020400,629422.9303
1402600570,303023.6093
7575610760,280876.4247
8731990370,368344.4201
5021900090,877909.8764
290000075,409544.89
2841500010,427555.5609
3955900830,463334.7442
7852110140,546192.1048
1311400350,238556.6547
7773800015,544579.4752
4123400320,515529.2698
2725069157,873460.117
666000143,856720.4765
5101408678,502869.1865
6371000026,376590.7277
2024059084,727600.9624
7283900036,337703.4858
8881900230,722553.5607
3959400135,364720.328
7696610270,218817.0563
1689400150,813835.7167
5103900015,419978.5265
1441000350,431509.2685
5101408735,343437.8488
3126059027,1984665.665
2320069014,508501.5843
9541600015,661960.4579
8682320420,726550.5736
1562200090,633189.5599
3395070980,476730.8737
7349600230,245394.7414
522049122,273270.3471
869700060,276878.6867
811000055,1347213.481
1221059176,459201.2804
1523059103,478968.1431
2025760210,730973.1245
9218400088,323398.4675
8682292020,459431.6922
2623089135,472486.8642
3758900259,1250170.318
524069049,588307.1153
3121500150,849788.8679
5581400080,802617.9931
8087800020,464300.7553
4070700290,779414.1533
3296000170,616030.9539
9238500040,530062.1446
2744600040,362675.9896
6813600380,654293.931
6140100150,466265.1883
2201500555,454567.1977
2600110250,644474.5075
4337000275,159390.4096
1186000150,545784.7196
1972201963,507719.1471
1105000745,395771.9468
2887700560,598056.1719
4039700080,626232.7102
522049104,275839.5473
4202400078,242664.4258
7520000695,206028.3575
7714000310,383168.7831
4319200060,610705.0944
8624700015,602722.8879
5104520610,306569.658
2354300845,290325.857
3824100291,466388.4769
6151800612,290928.1808
5454200080,959825.2038
6413600290,352240.8775
2131200065,295571.0164
1459920010,280987.0265
50300090,408624.5899
2326300090,627615.3936
7714000070,381866.5752
3630180500,998541.5175
1727850340,1082659.893
8691430330,985653.7823
2310030390,258768.8318
5561400610,526774.2544
7010701016,467768.1529
7883605915,242077.1998
1282300995,353564.3225
4040700310,483699.4358
3353400435,244822.5836
2143701015,460271.937
255450020,386871.491
1020069017,338773.7245
4038200120,502885.6625
9284801100,269779.424
1965200075,616211.4519
847100047,578076.4903
4038700720,539957.2671
6815100085,814336.2479
2508000020,282623.2778
255520180,584607.8796
6822100750,588946.6588
869700050,317842.5091
1775801405,618095.3391
6600400090,210949.0775
7202330270,434754.0961
1683400165,756161.6003
2625069070,1076360.306
7625702440,431310.6707
3388000640,225839.0171
1899400365,304820.1356
6899990200,724665.3343
5569700020,793598.7547
986000045,278995.2266
3293700221,304639.5368
3764800250,369449.2779
2291400566,369241.8171
4219401236,1409341.141
4239400840,157620.5541
7211400990,206578.1093
7696500280,192646.7182
7215721070,517131.247
3204850140,365030.5062
4322200220,642056.3491
2566300100,1195058.875
1944900090,445077.0918
6648500390,283918.9085
7385300020,697056.3924
1704900135,363637.6871
2877100655,769953.9143
2726079098,560598.5139
7625703800,493866.3359
318300040,480058.5437
7922800190,519777.761
2023049361,198428.2672
8946400210,491405.192
6071600450,541627.3765
4343800100,382030.6513
1443300140,350435.3662
1024039001,847145.9969
2767704860,557405.3351
7234600851,695387.5562
644200065,875160.7681
7784400035,742948.9721
3826000560,211191.2864
9272202260,429040.3491
263000253,433671.8729
3621059043,585776.4454
240000130,445868.9576
1352300120,199531.169
7849200861,282547.0558
2487700130,553674.2616
